1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
AM0046,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,オキサンショウウオ,Hynobius okiensis,D1,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,VU,オキサンショウウオ,Hynobius okiensis,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,1,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
AM0047,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,チクシブチサンショウウオ,Hynobius oyamai,B1ab,チクシブチサンショウウオ,Hynobius oyamai,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,0,0,―,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0048,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,チュウゴクブチサンショウウオ,Hynobius sematonotos,B1ab,チュウゴクブチサンショウウオ,Hynobius sematonotos,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0049,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,セトウチサンショウウオ,Hynobius setouchi,B1ab,セトウチサンショウウオ,Hynobius setouchi,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,―,0
AM0050,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,コガタブチサンショウウオ,Hynobius stejnegeri,B1ab,コガタブチサンショウウオ,Hynobius stejnegeri,VU,コガタブチサンショウウオ,Hynobius stejnegeri,NT,コガタブチサンショウウオ,Hynobius stejnegeri,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,ブチサンショウウオ,Hynobius naevius,NT,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0051,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,ヤマトサンショウウオ,Hynobius vandenburghi,B1ab,ヤマトサンショウウオ,Hynobius vandenburghi,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,―,0
AM0052,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,シコクハコネサンショウウオ,Onychodactylus kinneburi,B2ab,シコクハコネサンショウウオ,Onychodactylus kinneburi,VU,シコクハコネサンショウウオ,Onychodactylus kinneburi,VU,シコクハコネサンショウウオ,Onychodactylus kinneburi,VU,シコクハコネサンショウウオ,Onychodactylus kinneburi,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,0,0,―,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0053,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,ホムラハコネサンショウウオ,Onychodactylus pyrrhonotus,B1ab,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0054,爬虫類・両生類,絶滅危惧II類,VU,有尾目,オオサンショウウオ科,オオサンショウウオ,Andrias japonicus,B2ab,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,VU,オオサンショウウオ,Andrias japonicus,NT,オオサンショウウオ,Megalobatrachus japonicus,R,0,1,0,0,―,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,―,1,0,0,―,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0055,爬虫類・両生類,絶滅危惧II類,VU,有尾目,イモリ科,アマミイボイモリ,Echinotriton raffaellii,B2ab,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
AM0056,爬虫類・両生類,絶滅危惧II類,VU,無尾目,アカガエル科,オットンガエル,Babina subaspera,B2ab,オットンガエル,Babina subaspera,EN,オットンガエル,Babina subaspera,EN,オットンガエル,Babina subaspera,EN,オットンガエル,Babina subaspera,EN,オットンガエル,Babina subaspera,EN,オットンガエル,Babina subaspera,EN,オットンガエル,Rana subaspera,EN,オットンガエル,Babina subaspera,VU,オットンガエル,Babina subaspera,V,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,1,0,0,―,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0057,爬虫類・両生類,絶滅危惧II類,VU,無尾目,アカガエル科,ヤエヤマハラブチガエル,Nidirana okinavana,D2,ヤエヤマハラブチガエル,Nidirana okinavana,VU,ヤエヤマハラブチガエル,Nidirana okinavana,VU,ヤエヤマハラブチガエル,Nidirana okinavana,VU,ヤエヤマハラブチガエル,Nidirana okinavana,VU,ヤエヤマハラブチガエル,Rana okinavana,VU,ヤエヤマハラブチガエル,Rana okinavana,VU,ヤエヤマハラブチガエル,Rana psaltes,VU,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,―,0
AM0058,爬虫類・両生類,絶滅危惧II類,VU,無尾目,アカガエル科,アマミハナサキガエル,Odorrana amamiensis,D2,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Odorrana amamiensis,VU,アマミハナサキガエル,Rana amamiensis,VU,アマミハナサキガエル,Rana amamiensis,VU,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0059,爬虫類・両生類,絶滅危惧II類,VU,無尾目,アカガエル科,ハナサキガエル,Odorrana narina,D2,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Odorrana narina,VU,ハナサキガエル,Rana narina,VU,ハナサキガエル,Rana narina,VU,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,1,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0060,爬虫類・両生類,絶滅危惧II類,VU,無尾目,アカガエル科,リュウキュウアカガエル,Rana ulma,D2,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana ulma,NT,リュウキュウアカガエル,Rana okinavana,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
AM0061,爬虫類・両生類,準絶滅危惧,NT,有尾目,サンショウウオ科,ヒダサンショウウオ,Hynobius kimurae,②③,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,ヒダサンショウウオ,Hynobius kimurae,NT,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,―,0
AM0062,爬虫類・両生類,準絶滅危惧,NT,有尾目,サンショウウオ科,トウホクサンショウウオ,Hynobius lichenatus,②③,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,トウホクサンショウウオ,Hynobius lichenatus,NT,－,－,－,－,－,－,0,1,1,0,―,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,―,1,0,0,―,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0
AM0063,爬虫類・両生類,準絶滅危惧,NT,有尾目,サンショウウオ科,クロサンショウウオ,Hynobius nigrescens,①②,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,クロサンショウウオ,Hynobius nigrescens,NT,－,－,－,－,－,－,1,1,1,0,―,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,―,1,1,0,―,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0064,爬虫類・両生類,準絶滅危惧,NT,有尾目,サンショウウオ科,タダミハコネサンショウウオ,Onychodactylus fuscus,②,タダミハコネサンショウウオ,Onychodactylus fuscus,NT,タダミハコネサンショウウオ,Onychodactylus fuscus,NT,タダミハコネサンショウウオ,Onychodactylus fuscus,NT,タダミハコネサンショウウオ,Onychodactylus fuscus,NT,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,0,0,―,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0065,爬虫類・両生類,準絶滅危惧,NT,有尾目,サンショウウオ科,バンダイハコネサンショウウオ,Onychodactylus intermedius,①②,バンダイハコネサンショウウオ,Onychodactylus intermedius,NT,バンダイハコネサンショウウオ,Onychodactylus intermedius,NT,バンダイハコネサンショウウオ,Onychodactylus intermedius,NT,バンダイハコネサンショウウオ,Onychodactylus intermedius,NT,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0066,爬虫類・両生類,準絶滅危惧,NT,有尾目,イモリ科,アマミシリケンイモリ,Cynops ensicauda ensicauda,②③,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,シリケンイモリ,Cynops ensicauda,NT,－,－,－,0,0,1,0,―,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0067,爬虫類・両生類,準絶滅危惧,NT,有尾目,イモリ科,アカハライモリ,Cynops pyrrhogaster,①②③,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,アカハライモリ,Cynops pyrrhogaster,NT,－,－,－,－,－,－,0,1,1,0,―,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,―,1,0,0,―,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
AM0068,爬虫類・両生類,準絶滅危惧,NT,無尾目,アカガエル科,ムカシツチガエル,Glandirana reliquia,①②,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,―,1,0,0,―,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0069,爬虫類・両生類,準絶滅危惧,NT,無尾目,アカガエル科,オオハナサキガエル,Odorrana supranarina,②,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Odorrana supranarina,NT,オオハナサキガエル,Rana supranarina,NT,オオハナサキガエル,Rana supranarina,NT,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0070,爬虫類・両生類,準絶滅危惧,NT,無尾目,アカガエル科,トノサマガエル,Pelophylax nigromaculatus,①②,トノサマガエル,Pelophylax nigromaculatus,NT,トノサマガエル,Pelophylax nigromaculatus,NT,トノサマガエル,Pelophylax nigromaculatus,NT,トノサマガエル,Pelophylax nigromaculatus,NT,トノサマガエル,Rana nigromaculata,NT,トノサマガエル,Rana nigromaculata,NT,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,水田の中干し,0
AM0071,爬虫類・両生類,準絶滅危惧,NT,無尾目,アカガエル科,トウキョウダルマガエル,Pelophylax porosus porosus,①②,トウキョウダルマガエル,Pelophylax porosus porosus,NT,トウキョウダルマガエル,Pelophylax porosus porosus,NT,トウキョウダルマガエル,Pelophylax porosus porosus,NT,トウキョウダルマガエル,Pelophylax porosus porosus,NT,トウキョウダルマガエル,Rana porosa porosa,NT,トウキョウダルマガエル,Rana porosa porosa,NT,トウキョウダルマガエル,Rana porosa porosa,NT,－,－,－,－,－,－,0,0,1,0,―,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,水田の中干し,0
AM0072,爬虫類・両生類,準絶滅危惧,NT,無尾目,アカガエル科,アマミアカガエル,Rana kobai,②,アマミアカガエル,Rana kobai,NT,アマミアカガエル,Rana kobai,NT,アマミアカガエル,Rana kobai,NT,アマミアカガエル,Rana kobai,NT,アマミアカガエル,Rana kobai,NT,アマミアカガエル,Rana kobai,NT,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
